key,title,year,month,day,journal,issn,volume,issue,pages,authors,url,language,publisher,location,abstract,notes,doi,keywords,pubmed_id,pmc_id
rayyan-879386232,"Planting Stormwater Solutions: A methodology for siting nature-based solutions for pollution capture, habitat enhancement, and multiple health benefits",2021,9,,URBAN FORESTRY \& URBAN GREENING,1618-8667,64,,,"Jessup, Kelsey and Parker, Sophie S. and R and all, John M. and Cohen, Brian S. and Roderick-Jones, Rowan and Ganguly, Shona and Sourial, Jill",,English,ELSEVIER GMBH,"HACKERBRUCKE 6, 80335 MUNICH, GERMANY",,"RAYYAN-INCLUSION: {""Danielle""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not climate solution",,Biodiversity;Green infrastructure;Public health;Water quality;Insurance Benefits,,
rayyan-879386233,Identification of ecosystem services supply and demand and driving factors in Taihu Lake Basin,,,,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,0944-1344,,,,"Li, Jinghui",,English,SPRINGER HEIDELBERG,"TIERGARTENSTRASSE 17, D-69121 HEIDELBERG, GERMANY",,"USER-NOTES: {""Kayleigh""=>[""Unclear if urban, tended to inclusion\n""]} | RAYYAN-INCLUSION: {""Danielle""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest management",,Ecosystem service;Causal mechanism;Supply;Demand;Balance,,
rayyan-879386234,Urban Resilience in Action: the Resilient Melbourne Strategy as Transformative Urban Innovation Policy?,2019,2,,SUSTAINABILITY,2071-1050,11,3,,"Fastenrath, Sebastian and Coenen, Lars and Davidson, Kathryn",,English,MDPI,"ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND",,"USER-NOTES: {""shannon.clarke""=>[""tend towards inclusion""]} | RAYYAN-INCLUSION: {""Danielle""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not climate solution",,Urban resilience;urban innovation strategy;resilience practice;action research;governance experimentation;city networks;urban sustainability;governance innovation;Melbourne,,
rayyan-879386235,Can Allotment Gardens (AGs) Be Considered an Example of Nature-Based Solutions (NBS) Based on the Use of Historical Green Infrastructure?,2021,1,,SUSTAINABILITY,,13,2,,"Sowinska-Swierkosz, Barbara and Michalik-Sniezek, Malwina and Bieske-Matejak, Alicja",,English,MDPI,"ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND",,"RAYYAN-INCLUSION: {""Danielle""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not climate solution",,allotment gardens;ecosystem-based solutions;green;blue infrastructure;nature-based solutions;Poland,,
rayyan-879386236,"Assessment of Municipal Masterplans Aimed at Identifying and Fostering Green Infrastructure: A Study Concerning Three Towns of the Metropolitan Area of Cagliari, Italy",2019,3,,SUSTAINABILITY,,11,5,,"Lai, Sabrina and Leone, Federica and Zoppi, Corrado",,English,MDPI,"ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND",,"USER-NOTES: {""shannon.clarke""=>[""tend towards inclusion.""]} | RAYYAN-INCLUSION: {""Danielle""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not climate solution",,green infrastructure;ecosystem services;Natura 2000 Network;environmental planning;Italy,,
rayyan-879386237,Development of Urban Green Space Monitoring Technique with Remote Sensing and its Application - PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON NUMERICAL ANALYSIS AND APPLIED MATHEMATICS 2015 (ICNAAM-2015),2016,,,,0094-243X,1738,,,"Gradinaru, Cristian and Herban, Ioan Sorin and Gabor, Cristian",,English,AMER INST PHYSICS,"2 HUNTINGTON QUADRANGLE, STE 1NO1, MELVILLE, NY 11747-4501 USA",,"International Conference on Numerical Analysis and Applied Mathematics (ICNAAM), Rhodes, GREECE, SEP 23-29, 2015 | USER-NOTES: {""shannon.clarke""=>[""tend towards inclusion. hard to understand from abstract""]} | RAYYAN-INCLUSION: {""Danielle""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not climate solution",,Remote sensing;Urban space;LiDAR data;Mathematics,,
rayyan-879386238,High resolution remote sensing for reducing uncertainties in urban forest carbon offset life cycle assessments,2017,10,,CARBON BALANCE AND MANAGEMENT,1750-0680,12,,,"Tigges, Jan and Lakes, Tobia",,English,BMC,"CAMPUS, 4 CRINAN ST, LONDON N1 9XW, ENGLAND",,"RAYYAN-INCLUSION: {""Danielle""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not primary",,Urban remote sensing;Life cycle assessment;Urban forests;Carbon offset;Uncertainty;High resolution;Individual tree detection;Tree species;Change detection;Climate change mitigation,,
rayyan-879386239,Local government climate change mitigation and adaptation ranking assessment,2018,,,INTERNATIONAL JOURNAL OF GLOBAL WARMING,1758-2083,16,4,461-484,"Kole, Anton and Ellison, Joanna C.",,English,INDERSCIENCE ENTERPRISES LTD,"WORLD TRADE CENTER BLDG, 29 ROUTE DE PRE-BOIS, CASE POSTALE 856, CH-1215 GENEVA, SWITZERLAND",,"RAYYAN-INCLUSION: {""Danielle""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: inaccessible",,mitigation;climate change;local government area;LGA;Tasmania;Australia;ranking;Local Government,,
rayyan-879386242,"Assessment of the relation between land use and carbon emission in Eindhoven, the Netherlands",2019,10,,JOURNAL OF ENVIRONMENTAL MANAGEMENT,0301-4797,247,,413-424,"Wang, Gengzhe and Han, Qi and de Vries, Bauke",,English,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD,"24-28 OVAL RD, LONDON NW1 7DX, ENGLAND",,"RAYYAN-INCLUSION: {""Danielle""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest management",,Land use;Carbon emission;Landscape metrics;Hierarchical clustering on principal components;Features selection;Eindhoven;Netherlands,,
rayyan-879386243,Plant your street! A research game exploring tree selection and placement in an urban neighborhood,2021,9,,URBAN FORESTRY \& URBAN GREENING,1618-8667,64,,,"Davis, Nora and Winter, Patricia L.",,English,ELSEVIER GMBH,"HACKERBRUCKE 6, 80335 MUNICH, GERMANY",,"RAYYAN-INCLUSION: {""Danielle""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not climate solution",,Game design;Perceived services;Urban tree planting preferences,,
rayyan-879386244,Nature-Based Solution for Reducing CO2 Levels in Museum Environments: A Phytoremediation Study for the Leonardo da Vinci's ``Last Supper{''},2020,1,,SUSTAINABILITY,,12,2,,"Salvatori, Elisabetta and Gentile, Chiara and Altieri, Antonella and Aramini, Fabio and Manes, Fausto",,English,MDPI,"ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND",,"USER-NOTES: {""shannon.clarke""=>[""indoor environment? ""]} | RAYYAN-INCLUSION: {""Danielle""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest management",,nature-based solutions;indoor air quality;museum environment;phytoremediation;light-saturated net photosynthesis;gas exchanges;potted plants;Laurus nobilis;HVAC,,
rayyan-879386245,"Some of Challenges Faced by Eco-Neighbourhoods in Poland in Comparison with EcoQuartier Program in France - 3RD WORLD MULTIDISCIPLINARY CIVIL ENGINEERING, ARCHITECTURE, URBAN PLANNING SYMPOSIUM (WMCAUS 2018)",2019,,,,1757-8981,471,,,"Trojanowska, Monika",,English,IOP PUBLISHING LTD,"DIRAC HOUSE, TEMPLE BACK, BRISTOL BS1 6BE, ENGLAND",,"3rd World Multidisciplinary Civil Engineering, Architecture, Urban Planning Symposium (WMCAUS), Prague, CZECH REPUBLIC, JUN 18-22, 2018 | USER-NOTES: {""shannon.clarke""=>[""tend towards inclusion? ""]} | RAYYAN-INCLUSION: {""Danielle""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not climate solution",,France,,
rayyan-879386246,"Tree Transpiration and Urban Temperatures: Current Understanding, Implications, and Future Research Directions",2020,7,,BIOSCIENCE,0006-3568,70,7,576-588,"Winbourne, Joy B. and Jones, Taylor S. and Garvey, Sarah M. and Harrison, Jamie L. and Wang, Liang and Li, Dan and Templer, Pamela H. and Hutyra, L. R.",,English,OXFORD UNIV PRESS,"GREAT CLARENDON ST, OXFORD OX2 6DP, ENGLAND",,"USER-NOTES: {""shannon.clarke""=>[""unsure if transpiration is related to carbon assimilation?""]} | RAYYAN-INCLUSION: {""Danielle""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not climate solution",,urban temperatures;urban tree canopies;climate change;transpiration;sap flow;heat waves,,
rayyan-879386247,Assessment of Above-Ground Carbon Storage by Urban Trees Using LiDAR Data: The Case of a University Campus,2021,1,,FORESTS,,12,1,,"Gulcin, Derya and van den Bosch, Cecil C. Konijnendijk",,English,MDPI,"ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND",,"RAYYAN-INCLUSION: {""Danielle""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not climate solution,not forest management",,carbon assessment;point-cloud data;climate-change mitigation;remote sensing;urban vegetation;ecosystem services,,
rayyan-879386248,Urban Design and the Role of Placemaking in Mainstreaming Nature-Based Solutions. Learning From the Biblioteca Degli Alberi Case Study in Milan,2021,,,FRONTIERS IN SUSTAINABLE CITIES,,3,,,"Boros, Judit and Mahmoud, Israa",,English,FRONTIERS MEDIA SA,"AVENUE DU TRIBUNAL FEDERAL 34, LAUSANNE, CH-1015, SWITZERLAND",,"RAYYAN-INCLUSION: {""Danielle""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not climate solution",,urban design;nature-based solutions;placemaking;urban regeneration;urban parks,,
rayyan-879386249,City dweller aspirations for cities of the future: How do environmental and personal wellbeing feature?,2016,11,,CITIES,0264-2751,59,,102-112,"Joffe, Helene and Smith, Nicholas",,English,ELSEVIER SCI LTD,"THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, OXON, ENGLAND",,"USER-NOTES: {""shannon.clarke""=>[""tend towards inclusion. might have case study?""]} | RAYYAN-INCLUSION: {""Danielle""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not climate solution",,City aspirations;Liveable cities;Low carbon agenda;Environmental wellbeing;Personal wellbeing,,
rayyan-879386250,Spatiotemporal trends of terrestrial vegetation activity along the urban development intensity gradient in China's 32 major cities,2014,8,,SCIENCE OF THE TOTAL ENVIRONMENT,0048-9697,488,,136-145,"Zhou, Decheng and Zhao, Shuqing and Liu, Shuguang and Zhang, Liangxia",,English,ELSEVIER,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",,"RAYYAN-INCLUSION: {""Danielle""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not climate solution",,Urbanization;MODIS enhanced vegetation index (EVI);Actual urbanization effects (AUE);Theoretical urbanization effects (TUE);Positive urban effects (PUE);AIC;China,,
rayyan-879386251,Conceptualizing the nexus between urban shrinkage and ecosystem services,2014,12,,LANDSCAPE AND URBAN PLANNING,0169-2046,132,,159-169,"Haase, Dagmar and Haase, Annegret and Rink, Dieter",,English,ELSEVIER,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",,"RAYYAN-INCLUSION: {""Danielle""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not primary",,Urban shrinkage;Ecosystem services;Quality of life;Planning strategies;Trade-offs;Leipzig,,
rayyan-879386252,The Biodiversity of Urban and Peri-Urban Forests and the Diverse Ecosystem Services They Provide as Socio-Ecological Systems,2016,12,,FORESTS,1999-4907,7,12,,"Livesley, Stephen J. and Escobedo, Francisco J. and Morgenroth, Justin",,English,MDPI,"ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND",,"RAYYAN-INCLUSION: {""Danielle""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not primary",,urban ecology;urban landscape;climate change adaptation;climate change mitigation;tree canopy cover;urban planning;Trees,,
rayyan-879386253,Environmental co-benefits of urban greening for mitigating heat and carbon emissions,2021,9,,JOURNAL OF ENVIRONMENTAL MANAGEMENT,0301-4797,293,,,"Li, Peiyuan and Wang, Zhi-Hua",,English,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD,"24-28 OVAL RD, LONDON NW1 7DX, ENGLAND",,"RAYYAN-INCLUSION: {""Danielle""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest management",,Carbon emission;Environmental co-benefit;Mitigation strategies;Irrigation;Urban greening;Urban vegetation;Hot Temperature,,
rayyan-879386254,Creating urban green infrastructure where it is needed - A spatial ecosystem service-based decision analysis of green roofs in Barcelona,2020,3,,SCIENCE OF THE TOTAL ENVIRONMENT,0048-9697,707,,,"Langemeyer, Johannes and Wedgwood, Diego and McPhearson, Timon and Baro, Francesc and Madsen, Anders L. and Barton, David N.",,English,ELSEVIER,"RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS",,"USER-NOTES: {""shannon.clarke""=>[""tend towards inclusion. no mention of carbon storage, but could be an ES""]} | RAYYAN-INCLUSION: {""Danielle""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not climate solution",,Cities;Urban;Nature-based solutions (NBS);Green infrastructure (GI);Bayesian Belief Networks (BBN);Multi-criteria decision analysis (MCDA);Decision Support Techniques,,
rayyan-879386255,"Research on Land Carbon Equilibrium of New City during Initial Stage of Urban Plan: A Case in Panjin New City, China - ENERGY ENGINEERING AND ENVIRONMENTAL ENGINEERING, PTS 1AND 2",2013,,,,1660-9336,316,,558+,"Guo, Haibo and Zhang, Lingling",,English,TRANS TECH PUBLICATIONS LTD,"KREUZSTRASSE 10, 8635 DURNTEN-ZURICH, SWITZERLAND",,"International Conference on Energy Engineering and Environmental Engineering (ICEEEE 2013), Hangzhou, PEOPLES R CHINA, JAN 18-19, 2013 | RAYYAN-INCLUSION: {""Danielle""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest management",,Carbon Emission;Carbon Fixation;Carbon Equilibrium;Urban Plan;Panjin City;China,,
rayyan-879386256,Green Infrastructure as a tool to support spatial planning in European urban regions,2013,3,,IFOREST-BIOGEOSCIENCES AND FORESTRY,1971-7458,6,,102-108,"Lafortezza, Raffaele and Davies, Clive and Sanesi, Giovanni and Konijnendijk, Cecil C.",,English,SISEF-SOC ITALIANA SELVICOLTURA ECOL FORESTALE,"DEPT PROD VEGETALE, VIA ATENEO LUCANO 10, POTENZA, 85100, ITALY",,"USER-NOTES: {""shannon.clarke""=>[""tend towards inclusion.""]} | RAYYAN-INCLUSION: {""Danielle""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not primary",,Green Infrastructure (GI);Ecosystem Services;Territorial Cohesion;Urban Forestry;Human Well-being;European Urban Regions;Urban interface,,
rayyan-879386257,Management of nature-based goods and services provisioning from the urban common: a pan-European perspective,2020,6,,URBAN ECOSYSTEMS,1083-8155,23,3,645-657,"Tiwary, Abhishek and Vilhar, Ursa and Zhiyanski, Miglena and Stojanovski, Vladimir and Dinca, Lucian",,English,SPRINGER,"VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS",,"RAYYAN-INCLUSION: {""Danielle""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not climate solution",,Green infrastructure;Nature-based solution;Non-timber forest products;Provisioning services;Urban common,,
rayyan-879386258,Green Facades and Living Walls: The Portuguese Experience - INCREASE,2018,,,,,,,562-570,"Cortes, Andreia S. B. and Almeida, Joao A. S. and Kanoun-Boule, Myriam and Tadeu, Antonio",,English,SPRINGER INTERNATIONAL PUBLISHING AG,"GEWERBESTRASSE 11, CHAM, CH-6330, SWITZERLAND",,"1st International Congress on Engineering and Sustainability in the XXI Century (INCREaSE), Univ Algarve, Inst Engn, Faro, PORTUGAL, OCT 11-13, 2017 | USER-NOTES: {""shannon.clarke""=>[""tend towards inclusion""]} | RAYYAN-INCLUSION: {""Danielle""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: inaccessible",,Green facades;Living walls;Urban ecosystems,,
rayyan-879386259,Adopting public values and climate change adaptation strategies in urban forest management: A review and analysis of the relevant literature,2015,12,,JOURNAL OF ENVIRONMENTAL MANAGEMENT,0301-4797,164,,215-221,"Barona, Camilo Ordonez",,English,ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD,"24-28 OVAL RD, LONDON NW1 7DX, ENGLAND",,"RAYYAN-INCLUSION: {""Danielle""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not climate solution",,Urban forest management;Urban forest values;Climate adaptation;Climate vulnerability,,
rayyan-879386260,Negotiating value and priorities: evaluating the demands of green infrastructure development,2013,6,,JOURNAL OF ENVIRONMENTAL PLANNING AND MANAGEMENT,0964-0568,56,5,650-673,"Roe, Maggie and Mell, Ian",,English,"ROUTLEDGE JOURNALS, TAYLOR \& FRANCIS LTD","2-4 PARK SQUARE, MILTON PARK, ABINGDON OX14 4RN, OXON, ENGLAND",,"RAYYAN-INCLUSION: {""Danielle""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not climate solution",,Green infrastructure;multifunctionality;green space;landscape planning;stakeholders,,
rayyan-879386262,"Enhancing the circular economy with nature-based solutions in the built urban environment: green building materials, systems and sites",2020,1,,BLUE-GREEN SYSTEMS,,2,1,46-72,"Pearlmutter, David and Theochari, Dimitra and Nehls, Thomas and Pinho, Pedro and Piro, Patrizia and Korolova, Alisa and Papaefthimiou, Spiros and Garcia Mateo, Mari Carmen and Calheiros, Cristina and Zluwa, Irene and Pitha, Ulrike and Schosseler, Paul and Florentin, Yaakov and Ouannou, Shahar and Gal, Erez and Aicher, Andreas and Arnold, Killian and Igondova, Erika and Pucher, Bernhard",,English,IWA PUBLISHING,"ALLIANCE HOUSE, 12 CAXTON ST, LONDON SW1H0QS, ENGLAND",,"RAYYAN-INCLUSION: {""Danielle""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not primary",,built environment;circular economy;nature-based solutions;Construction Materials,,
rayyan-879386263,"Biomass allocation pattern of urban shrubs in the Yangtze River Delta region, China-A field observation of 13 shrub species",2021,8,,URBAN FORESTRY \& URBAN GREENING,1618-8667,63,,,"Song, Shanshan and Leng, Hanbing and Feng, Shucheng and Meng, Chen and Luo, Boya and Zhao, Linya and Zhang, Chao",,English,ELSEVIER GMBH,"HACKERBRUCKE 6, 80335 MUNICH, GERMANY",,"RAYYAN-INCLUSION: {""Danielle""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not climate solution",,Biomass allocation;Leaf traits;Ontogeny;Urban shrub;China,,
rayyan-879386264,Urban forest responses to climate change: A case study in Canberra,2021,1,,URBAN FORESTRY \& URBAN GREENING,1618-8667,57,,,"Zhang, Baige and Brack, C. L.",,English,ELSEVIER GMBH,"HACKERBRUCKE 6, 80335 MUNICH, GERMANY",,"USER-NOTES: {""shannon.clarke""=>[""tend towards inclusion? tree growth and ecosystem services?""]} | RAYYAN-INCLUSION: {""Danielle""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not climate solution",,Climate change;DISMUT;Drought stress;Heat stress;Tree growth;Trees,,
rayyan-879386265,NBS Framework for Agricultural Landscapes,2021,8,,FRONTIERS IN ENVIRONMENTAL SCIENCE,,9,,,"Simelton, Elisabeth and Carew-Reid, Jeremy and Coulier, Miguel and Damen, Beau and Howell, John and Pottinger-Glass, Chloe and Tran, Hung Viet and Van der Meiren, Marlies",,English,FRONTIERS MEDIA SA,"AVENUE DU TRIBUNAL FEDERAL 34, LAUSANNE, CH-1015, SWITZERLAND",,"USER-NOTES: {""shannon.clarke""=>[""tend towards inclusion. seems like a review or policy paper, but could have a case study?""]} | RAYYAN-INCLUSION: {""Danielle""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not climate solution",,green infrastructure (GI);sustainable agriculture;nature-based solutions (nbs);restoration;agrobiodiversity conservation;people-centered;climate-resilience,,
rayyan-879386266,CO2 Concentration Characteristics in Beijing Olympic Forest Park - 47TH INTERNATIONAL FEDERATION OF LANDSCAPE ARCHITECTS (IFLA) WORLD CONGRESS,2010,,,,,,,409-413,"Jian-bin, Pan and Li, Dong",,English,LONDON SCIENCE PUBLISHING LTD,"OFFICE 11, 10 GREAT RUSSELL STREET, LONDON, WC1B 3BQ, ENGLAND",,"47th International Federation of Landscape Architects (IFLA) World Congress, Suzhou, PEOPLES R CHINA, MAY 28-30, 2010 | RAYYAN-INCLUSION: {""Danielle""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not climate solution",,CO2 concentration;Vegetation ecological benefits;Beijing Olympic Forest Park,,
rayyan-879386267,"A simple tree planting framework to improve climate, air pollution, health, and urban heat in vulnerable locations using non-traditional partners",,,,PLANTS PEOPLE PLANET,,,,,"Hopkins, Loren P. and January-Bevers, Deborah J. and Caton, Erin K. and Campos, Laura A.",,English,WILEY,"111 RIVER ST, HOBOKEN 07030-5774, NJ USA",,"RAYYAN-INCLUSION: {""Danielle""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest management",,air pollution;carbon sequestration;climate change;ecosystem services;human health;population exposure;trees;urban heat island;Hot Temperature,,
