key,title,journal,authors,notes
rayyan-364025326,Unraveling the Seed Dispersal System of an Insular ``Ghost{''} Dragon Tree (Dracaena draco) in the Wild,FRONTIERS IN ECOLOGY AND EVOLUTION,"Gonzalez-Castro, Aaron and Perez-Perez, David and Romero, Javier and Nogales, Manuel","USER-NOTES: {""Kayleigh""=>[""birds mentioned, however, topic is not about avian conservation/success"", ""Study sites were in rural gardens. Does not meet urban criteria. Would exclude."", ""Both agree to exclude.""], ""ggingras01""=>[""not 100% sure but could read more about it. ""], ""Riikka""=>[""Study not done in urban areas. Exclude.""]} | RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not urban"
rayyan-364025310,Beyond greenspace: an ecological study of population general health and indicators of natural environment type and quality,INTERNATIONAL JOURNAL OF HEALTH GEOGRAPHICS,"Wheeler, Benedict W. and Lovell, Rebecca and Higgins, Sahran L. and White, Mathew P. and Alcock, Ian and Osborne, Nicholas J. and Husk, Kerryn and Sabel, Clive E. and Depledge, Michael H.","USER-NOTES: {""Kayleigh""=>[""bird species richness \nunclear about urban component, tended towards inclusion""]} | RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not bird success"
rayyan-364025327,Modelling potential wildlife-vehicle collisions (WVC) locations using environmental factors and human population density: A case-study from 3 state highways in Central California,ECOLOGICAL INFORMATICS,"Ha, Hoehun and Shilling, Fraser","USER-NOTES: {""Kayleigh""=>[""based on enviromental factors and human population... could include trees. Tended to inclusion"", ""Conducted on roadways between and surrounding urban areas. Only included 2 components of forest in environmental factors (forest within 500m and forest within 5km)\n\n- I don't think this would meet urban criteria however, I think it's worth discussing what threshold we consider urban for roadways. Roadways are a sign of human presence however, not necessarily an urban area. \n- Do we include roadways that stretch from an urban area to another? \n- What do we consider an \""urban\"" roadway. \n\nI would likely tend to exclusion here but I'd like to discuss. "", ""Also mention management solutions to do with trees \n\n\""Mitigation of bird-vehicle strikes is rare and typically consists of screening roadsides with artificial structures or trees\"""", ""Does not meet urban area criteria. Data focused on top 5 mammals which did not include bird species. "", ""Both agree to exclude.""], ""Riikka""=>[""Study not done in urban areas. Exclude.""]} | RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not urban"
rayyan-364025331,Psittacine beak and feather disease in a free-living ring-necked parakeet (Psittacula krameri) in Great Britain,EUROPEAN JOURNAL OF WILDLIFE RESEARCH,"Sa, Ricardo C. C. and Cunningham, Andrew A. and Dagleish, Mark P. and Wheelhouse, Nick and Pocknell, Ann and Borel, Nicole and Peck, Hannah L. and Lawson, Becki","USER-NOTES: {""ggingras01""=>[""not sure, related to urban setting, birds and trees but...""], ""Riikka""=>[""Ring-necked parakeets with Psittacine beak and feather disease were found in urban gardens in London, GB and the authors note, citing other studies,that contaminated cavities of hole-nesting psittacines in the wild may play an important role in the epidemiology of BFDV, and that this could also be the case in GB, where nest site re-use is frequent by RNPs. They note that aviculturalists should be informed of the potential disease risk from free-living RNPs and biosecurity measures to minimise possible disease transmission from wild to captive psittacines should be taken. This is again a study where indirect conclusions to forest/bird management could be drawn but the authors don't actually suggest these and also do not measure or study that. I would exclude but we should discuss the inclusion/exclusion criteria in more detail to make decisions easier.""], ""Kayleigh""=>[""I agree there are relevant indirect inclusions that have outcomes for avian disease spread and success. Nesting cavities and disease transmission could be relevant. However, I think our focus should be on research that explicitly mentions forest or trees as a management solution/contributor/factor. \n\nWithout mention of urban forest or trees I would tend to exclusion. We can clarify details of this in our discussion. "", ""Agree to exclude. We would need to draw conclusions here, rather than author synthesizing them. ""]} | RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025314,Establishment of a breeding population of Canada Geese in southern Quebec,CANADIAN FIELD-NATURALIST,"Giroux, JF and Lefebvre, J and Belanger, L and Rodrigue, J and Lapointe, S","USER-NOTES: {""ggingras01""=>[""no mentions of trees but could possibly be good""], ""Riikka""=>[""Not really an urban study. No tree component. Exclude.""], ""Kayleigh""=>[""Although the study area (Varennes, Quebec) meets the criteria for urban (minimum of 5,000 residents and a population density of 100 people/km squared), I don't think it meets the forest component criteria. \n\nThey reference Canada goose habitat but never directly or indirectly mentioned trees or forest as a component or outcome for their success. Would exclude"", ""Agree forest component not met. Agree to exclude.""]} | RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025463,"Immediate, independent adjustment of call pitch and amplitude in response to varying background noise by silvereyes (Zosterops lateralis)",BEHAVIORAL ECOLOGY,"Potvin, Dominique A. and Mulder, Raoul A.","USER-NOTES: {""ggingras01""=>[""No mentions of forest but offer more details in the text""]} | RAYYAN-INCLUSION: {""Riikka""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025437,The effects of extended exposure to traffic noise on parid social and risk-taking behavior,BEHAVIOURAL PROCESSES,"Owens, Jessica L. and Stec, Courtney L. and O'Hatnick, Amy","USER-NOTES: {""ggingras01""=>[""no mention of forest but urban setting. Could offer more details with further reading. ""]} | RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025347,Evaluation of wires as deterrents for preventing house martin nesting on buildings,INTERNATIONAL JOURNAL OF PEST MANAGEMENT,"Duarte, Jesus and Farfan, Miguel A. and Mario Vargas, J. and Real, Raimundo","USER-NOTES: {""ericapadvaiskas""=>[""Unclear if the forest component is mentioned. Do the birds relocate to nests in trees? "", ""Also no mention of where the data was collected (temperate?)""]} | RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025345,The effect of natural and artificial light at night on nocturnal song in the diurnal willie wagtail,SCIENCE OF THE TOTAL ENVIRONMENT,"Dickerson, Ashton L. and Hall, Michelle L. and Jones, Theresa M.","USER-NOTES: {""ericapadvaiskas""=>[""unclear if forest component is involved ""], ""Chloe""=>[""This is the closest paper to meeting all criteria, but there is no real urban forest component. Nothing about trees or larger woody plants unfortunately. Exclude because of this. ""], ""Riikka""=>[""They measured the percentage cover of vegetation to add as covariate to models, but no direct effects of trees were considered. Exclude.""], ""Kayleigh""=>[""Vegetation cover does not meet criteria for forest component and was not used as a direct effect. Exclude""]} | RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025377,Predator recognition and nest defence by Carolina Wrens Thryothorus ludovicianus in urban and rural environments: does experience matter?,BIRD STUDY,"Bogr and , Ashley L. and Neudorf, Diane L. H. and Matich, Philip","USER-NOTES: {""ericapadvaiskas""=>[""Unclear if conducted in a temperate area ""]} | RAYYAN-INCLUSION: {""Riikka""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025312,Predicting the distribution of four species of raptors (Aves : Accipitridae) in southern Spain: statistical models work better than existing maps,JOURNAL OF BIOGEOGRAPHY,"Bustamante, J and Seoane, J","USER-NOTES: {""ericapadvaiskas""=>[""Not clear if it is in an urban setting. \nFurther reading is needed to see if maps can be used on avian species. ""], ""Riikka""=>[""Study is not done in urban areas, and thus not suitable for our purposes. Exclude.""], ""Kayleigh""=>[""Although the study area is not completely urban, the article did explicitly include urban pixels within their models. \n\n- There were specific results for the black kite related to humanized landscapes\n- Distribution results are directly related to habitat preference and suitable habitat (which includes forest)\n\nI would tend more towards inclusion here. But I think there is room for discussion on more specific criteria for what warrants \""urban\"" and whether this would meet that standard. "", ""both agreed to exclude. urban pixels don't define or reference urban forest components within results of recommendations. Added details in population exclusion criteria.""]} | RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025337,Case of Human Infestation with Dermanyssus gallinae (Poultry Red Mite) from Swallows (Hirundinidae),PATHOGENS,"Sioutas, Georgios and Minoudi, Styliani and Tiligada, Katerina and Chliva, Caterina and Triantafyllidis, Alex and ros and Papadopoulos, Elias","USER-NOTES: {""ericapadvaiskas""=>[""Mentions the pigeons' nests.. but more information is needed to see if forest management is involved ""], ""Chloe""=>[""Nothing very direct about birds and management and urban forests. Exclude""], ""Riikka""=>[""Study does not include urban trees. Exclude.""], ""Kayleigh""=>[""Study considers the spread of red mite and it's hosts (pigeons, swallows etc.) in urban area and poultry farms. The article never mentions trees or any component or the urban forest. Exclude.""]} | RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025320,Trophic magnification of legacy persistent organic pollutants in an urban terrestrial food web,SCIENCE OF THE TOTAL ENVIRONMENT,"Fremlin, Kate M. and Elliott, John E. and Green, David J. and Drouillard, Kenneth G. and Harner, Tom and Eng, Anita and Gobas, Frank A. P. C.","USER-NOTES: {""ericapadvaiskas""=>[""further reading to determine if forest management is considered""], ""Riikka""=>[""Some samples collected in urban parks, however no actual tree component in the study. Would exclude.""], ""Kayleigh""=>[""No results or outcomes that relate to tree/forest management. Simply data collection in parks. Would exclude"", ""Agree to exclude. ""]} | RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025328,Age-specific reproduction and disposable soma in an urban population of Common Blackbirds Turdus merula,IBIS,"Jankowiak, Lukasz and Zyskowski, Dawid and Wysocki, Dariusz","USER-NOTES: {""ericapadvaiskas""=>[""Further reading required to see if forests are involved ""], ""Riikka""=>[""Data was collected in urban parks and the main vegetation/tree species are listed. However, the study does not look at urban tree management or what tree qualities influence the reproductive success of blackbirds. I would exclude.""], ""Kayleigh""=>[""Data collected on an urban population of blackbirds. Long-term data stretching 16 years and conducted in urban parks with mention of specific species and vegetation blackbirds inhabit. However, outcomes were mostly related to senescence and reproducitvity changes related to age rather than habitat features (urban forest or tree related). We exclude. "", ""Agree to exclude.""]} | RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025342,Trapping methods can bias age ratio in samples of passerine populations,BIRD STUDY,"Domenech, J and Senar, JC","USER-NOTES: {""ericapadvaiskas""=>[""Further reading required to see if forest component is involved ""], ""Chloe""=>[""I don't think this paper meets the criteria as it is simply comparing trapping methods for avian species and no direct link to the urban forest. I would Exclude.""], ""Riikka""=>[""Does not consider urban forests. Exclude.""], ""Kayleigh""=>[""Review of how different trapping methods can affect the age ratio of captured birds. Doesn't consider parameters of the urban forest. Exclude.""]} | RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025361,White-crowned sparrow males show immediate flexibility in song amplitude but not in song minimum frequency in response to changes in noise levels in the field,ECOLOGY AND EVOLUTION,"Derryberry, Elizabeth P. and Gentry, Katherine and Derryberry, Graham E. and Phillips, Jennifer N. and Danner, Raymond M. and Danner, Julie E. and Luther, David A.","USER-NOTES: {""ericapadvaiskas""=>[""further reading is required to see if the forest component is involved ""]} | RAYYAN-INCLUSION: {""Riikka""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not forest"
rayyan-364025402,"Coexistence between Turdus leucomelas Vieillot, 1818 and Turdus rufiventris Vieillot, 1818 (Ayes: Passeriformes) in an urban remnant of Araucaria tree Forest, Southern Brazil.",BIOTA NEOTROPICA,"Vogel, Huilquer Francisco and Zawadzki, Claudio Henrique and Metri, Rafael","USER-NOTES: {""ericapadvaiskas""=>[""Further reading is required to see if the area in southern Brazil is temperate or not ""]} | RAYYAN-INCLUSION: {""Kayleigh""=>""Excluded""} | RAYYAN-EXCLUSION-REASONS: not in the specified geographical location"
